episode,ep_len,ep_reward,ep_mean,ep_std,fps,time_elapsed,total_timesteps,timestamp
697,2048,247.513295,244.123589,54.618384,1308.641701,1.564981,1427456,1761983790
698,2048,138.317681,243.540307,55.427749,1928.174957,1.062144,1429504,1761983792
699,2048,179.809082,243.188036,55.718965,1289.969978,1.587634,1431552,1761983793
700,2048,250.000000,243.345066,55.802319,1272.386861,1.609573,1433600,1761983795
701,2048,250.000000,243.750623,55.948687,186.303116,10.992838,1435648,1761983806
702,2048,250.000000,243.957521,56.063809,2047999999999.999756,0.000000,1437696,1761983797
703,2048,216.263512,243.277193,55.982901,1237.276351,1.655249,1439744,1761983799
704,2048,250.000000,243.275641,55.982323,1348.306598,1.518942,1441792,1761983801
705,2048,250.000000,243.414008,56.015642,1896.623012,1.079814,1443840,1761983802
706,2048,250.000000,243.454179,56.026463,1366.206070,1.499042,1445888,1761983803
707,2048,249.185502,243.160926,55.918846,1354.419967,1.512086,1447936,1761983805
708,2048,250.000000,243.324043,55.991674,1288.060427,1.589988,1449984,1761983806
709,2048,250.000000,243.314205,55.986472,1958.761841,1.045558,1452032,1761983807
710,2048,250.000000,243.371315,56.026886,1352.764139,1.513937,1454080,1761983809
711,2048,250.000000,243.372823,56.027709,1337.699748,1.530986,1456128,1761983810
712,2048,250.000000,243.421883,56.059188,1858.795913,1.101789,1458176,1761983811
713,2048,250.000000,243.680142,56.212011,1320.218336,1.551259,1460224,1761983813
714,2048,250.000000,243.740392,56.248852,1339.863294,1.528514,1462272,1761983814
715,2048,250.000000,244.546030,56.376949,1202.306570,1.703393,1464320,1761983816
716,2048,250.000000,244.935220,56.394122,1956.475400,1.046780,1466368,1761983817
717,2048,250.000000,245.029064,56.449773,1280.361430,1.599548,1468416,1761983819
718,2048,239.634758,244.614618,56.335600,1276.967536,1.603800,1470464,1761983820
719,2048,250.000000,244.882990,56.436432,1878.003318,1.090520,1472512,1761983822
720,2048,250.000000,245.265326,56.545896,1208.519040,1.694636,1474560,1761983823
721,2048,250.000000,245.852216,56.485855,1179.483071,1.736354,1476608,1761983825
722,2048,250.000000,246.512061,56.549146,1590.957549,1.287275,1478656,1761983826
723,2048,250.000000,246.900128,56.743502,1180.617196,1.734686,1480704,1761983828
724,2048,250.000000,246.904556,56.744326,1182.994306,1.731200,1482752,1761983830
725,2048,250.000000,247.450846,56.740710,1650.251044,1.241023,1484800,1761983831
726,2048,250.000000,247.279621,56.679131,1135.876242,1.803013,1486848,1761983833
727,2048,250.000000,247.248812,56.662262,1192.893217,1.716834,1488896,1761983834
728,2048,250.000000,247.769567,56.469779,1263.299801,1.621151,1490944,1761983836
729,2048,250.000000,247.897086,56.472654,1802.855626,1.135976,1492992,1761983837
730,2048,250.000000,248.665692,56.474475,1251.573708,1.636340,1495040,1761983839
731,2048,250.000000,248.752756,56.524370,1254.309380,1.632771,1497088,1761983841
732,2048,250.000000,248.847617,56.568599,1845.484028,1.109736,1499136,1761983842
733,2048,250.000000,248.671365,56.499820,1309.713773,1.563700,1501184,1761983843
734,2048,197.944097,248.483210,56.636942,1316.948053,1.555111,1503232,1761983845
735,2048,250.000000,248.532808,56.667273,1315.216775,1.557158,1505280,1761983846
736,2048,250.000000,248.752877,56.752398,1813.385886,1.129379,1507328,1761983847
737,2048,215.239029,248.202530,56.807853,1339.719523,1.528678,1509376,1761983849
738,2048,250.000000,248.083827,56.758278,1326.103865,1.544374,1511424,1761983850
739,2048,228.769830,247.957885,56.787015,2045.644801,1.001151,1513472,1761983851
740,2048,250.000000,248.287638,56.934986,1259.880877,1.625551,1515520,1761983853
741,2048,231.135656,247.779206,56.858816,1344.476124,1.523270,1517568,1761983855
742,2048,250.000000,247.962873,56.953337,1376.428631,1.487909,1519616,1761983856
743,2048,250.000000,248.373118,57.146671,2091.397084,0.979250,1521664,1761983857
744,2048,250.000000,248.525679,57.217377,1339.032646,1.529462,1523712,1761983859
745,2048,250.000000,248.637894,57.265659,1249.592256,1.638935,1525760,1761983860
746,2048,250.000000,249.144708,57.353232,1963.741285,1.042907,1527808,1761983861
747,2048,234.483317,248.633618,57.253797,1314.118992,1.558459,1529856,1761983863
748,2048,250.000000,248.913260,57.331930,1287.146344,1.591117,1531904,1761983864
749,2048,250.000000,249.134899,57.391668,1345.015262,1.522659,1533952,1761983866
750,2048,250.000000,249.989251,57.324042,2098.561971,0.975906,1536000,1761983867
751,2048,250.000000,250.000000,57.348066,1383.694827,1.480095,1538048,1761983868
752,2048,250.000000,250.000000,57.366965,1410.115777,1.452363,1540096,1761983870
753,2048,175.726383,250.000000,57.725423,188.193953,10.882390,1542144,1761983881
754,2048,250.000000,250.000000,57.822768,2047999999999.999756,0.000000,1544192,1761983872
755,2048,250.000000,250.000000,57.831968,1351.598130,1.515243,1546240,1761983874
756,2048,250.000000,250.000000,57.888633,1361.223563,1.504529,1548288,1761983875
757,2048,237.193314,250.000000,57.902614,1935.679209,1.058027,1550336,1761983877
758,2048,248.672579,250.000000,57.899735,1341.121985,1.527080,1552384,1761983878
759,2048,250.000000,250.000000,57.961305,1306.371078,1.567702,1554432,1761983880
760,2048,232.328761,250.000000,57.817034,1264.479183,1.619639,1556480,1761983881
761,2048,246.708875,250.000000,57.747966,2022.257382,1.012730,1558528,1761983882
762,2048,250.000000,250.000000,57.730910,1222.949628,1.674640,1560576,1761983884
763,2048,250.000000,250.000000,57.611927,1318.233828,1.553594,1562624,1761983885
764,2048,250.000000,250.000000,57.583708,2069.168217,0.989770,1564672,1761983886
765,2048,250.000000,250.000000,57.639995,1357.629436,1.508512,1566720,1761983888
766,2048,250.000000,250.000000,57.635845,1350.308458,1.516690,1568768,1761983889
767,2048,250.000000,250.000000,57.637552,1423.568001,1.438639,1570816,1761983891
768,2048,250.000000,250.000000,57.689691,2025.264982,1.011226,1572864,1761983892
769,2048,250.000000,250.000000,57.600316,1258.074047,1.627885,1574912,1761983894
770,2048,250.000000,250.000000,56.582434,1307.837752,1.565943,1576960,1761983895
771,2048,250.000000,250.000000,56.591071,2034.102760,1.006832,1579008,1761983896
772,2048,250.000000,250.000000,56.555863,1342.636084,1.525357,1581056,1761983898
773,2048,250.000000,250.000000,40.562294,1309.979019,1.563384,1583104,1761983899
774,2048,250.000000,250.000000,33.648810,1357.782443,1.508342,1585152,1761983901
775,2048,250.000000,250.000000,33.163099,1936.514003,1.057570,1587200,1761983902
776,2048,208.564433,250.000000,29.729147,1337.436069,1.531288,1589248,1761983903
777,2048,250.000000,250.000000,29.464948,1337.289279,1.531456,1591296,1761983905
778,2048,227.144072,250.000000,28.264253,186.336049,10.990895,1593344,1761983916
779,2048,250.000000,250.000000,28.210201,2047999999999.999756,0.000000,1595392,1761983907
780,2048,250.000000,250.000000,27.717112,1347.783639,1.519532,1597440,1761983909
781,2048,250.000000,250.000000,27.663234,1288.546949,1.589387,1599488,1761983911
782,2048,250.000000,250.000000,27.739829,2069.628867,0.989549,1601536,1761983912
783,2048,250.000000,250.000000,27.746448,1413.913507,1.448462,1603584,1761983913
784,2048,250.000000,250.000000,27.820796,1332.906292,1.536492,1605632,1761983915
785,2048,250.000000,250.000000,27.836896,1298.536904,1.577160,1607680,1761983916
786,2048,250.000000,250.000000,27.846344,2040.809029,1.003524,1609728,1761983917
787,2048,250.000000,250.000000,27.857794,1383.488239,1.480316,1611776,1761983919
788,2048,250.000000,250.000000,27.303499,1379.987870,1.484071,1613824,1761983920
789,2048,250.000000,250.000000,27.352341,1578.507182,1.297428,1615872,1761983921
790,2048,250.000000,250.000000,27.330293,1261.114236,1.623961,1617920,1761983923
791,2048,250.000000,250.000000,27.328834,1387.925921,1.475583,1619968,1761983924
792,2048,250.000000,250.000000,27.349549,1275.807009,1.605258,1622016,1761983926
793,2048,250.000000,250.000000,27.265131,2019.785250,1.013969,1624064,1761983927
794,2048,250.000000,250.000000,27.420357,1366.232145,1.499013,1626112,1761983929
795,2048,250.000000,250.000000,27.339607,1367.783469,1.497313,1628160,1761983930
796,2048,247.700670,250.000000,27.164639,1853.055784,1.105201,1630208,1761983931
797,2048,250.000000,250.000000,27.108182,1301.607792,1.573439,1632256,1761983933
798,2048,250.000000,250.000000,23.899244,1352.099578,1.514681,1634304,1761983934
799,2048,250.000000,250.000000,22.209186,1355.003232,1.511436,1636352,1761983936
800,2048,250.000000,250.000000,22.231870,1992.800019,1.027700,1638400,1761983937
800,2048,284.510509,193.016328,112.148607,,1201.898400,2048,1761983937
801,2048,250.000000,250.000000,22.190456,1260.071050,1.625305,1640448,1761983938
802,2048,250.000000,250.000000,22.130664,1308.208223,1.565500,1642496,1761983940
803,2048,250.000000,250.000000,21.546398,186.881176,10.958835,1644544,1761983951
804,2048,250.000000,250.000000,21.767466,2047999999999.999756,0.000000,1646592,1761983943
805,2048,250.000000,250.000000,21.807968,1332.553743,1.536899,1648640,1761983944
806,2048,250.000000,250.000000,21.817597,1278.937041,1.601330,1650688,1761983946
807,2048,250.000000,250.000000,21.740272,1973.586501,1.037705,1652736,1761983947
808,2048,250.000000,250.000000,21.776976,1295.794713,1.580497,1654784,1761983948
809,2048,250.000000,250.000000,21.776422,1288.602813,1.589318,1656832,1761983950
810,2048,250.000000,250.000000,21.726034,186.232565,10.997003,1658880,1761983961
811,2048,250.000000,250.000000,21.765815,2047999999999.999756,0.000000,1660928,1761983953
812,2048,246.199265,250.000000,21.873802,1295.393926,1.580986,1662976,1761983954
813,2048,250.000000,250.000000,21.885762,1362.727639,1.502868,1665024,1761983956
814,2048,250.000000,250.000000,21.912122,1883.624163,1.087266,1667072,1761983957
815,2048,250.000000,250.000000,21.793789,1370.310832,1.494551,1669120,1761983958
816,2048,250.000000,250.000000,21.864992,1282.712531,1.596617,1671168,1761983960
817,2048,250.000000,250.000000,21.865288,1318.008101,1.553860,1673216,1761983961
818,2048,250.000000,250.000000,21.691347,1894.234447,1.081176,1675264,1761983962
819,2048,222.893064,250.000000,22.184523,1352.835723,1.513857,1677312,1761983964
820,2048,250.000000,250.000000,22.161124,1393.244931,1.469950,1679360,1761983965
821,2048,250.000000,250.000000,22.246093,1999.130661,1.024445,1681408,1761983966
822,2048,250.000000,250.000000,22.250408,1402.461198,1.460290,1683456,1761983968
823,2048,250.000000,250.000000,22.130672,1328.438116,1.541660,1685504,1761983969
824,2048,250.000000,250.000000,22.098402,1314.156989,1.558414,1687552,1761983971
825,2048,250.000000,250.000000,22.094663,1865.731591,1.097693,1689600,1761983972
826,2048,250.000000,250.000000,22.099634,1315.520316,1.556798,1691648,1761983974
827,2048,231.816985,250.000000,22.405630,1286.045609,1.592479,1693696,1761983975
828,2048,250.000000,250.000000,22.355631,2022.053639,1.012832,1695744,1761983976
829,2048,250.000000,250.000000,22.351549,1343.626717,1.524233,1697792,1761983978
830,2048,250.000000,250.000000,22.329272,1401.867712,1.460908,1699840,1761983979
831,2048,250.000000,250.000000,22.277299,1374.051628,1.490483,1701888,1761983981
832,2048,250.000000,250.000000,22.277222,2029.638762,1.009047,1703936,1761983982
833,2048,250.000000,250.000000,22.304875,1418.898918,1.443373,1705984,1761983983
834,2048,250.000000,250.000000,21.180439,1353.232342,1.513413,1708032,1761983985
835,2048,250.000000,250.000000,21.195774,1249.526455,1.639021,1710080,1761983986
836,2048,250.000000,250.000000,21.188418,2033.165848,1.007296,1712128,1761983987
837,2048,250.000000,250.000000,20.491419,1382.760880,1.481095,1714176,1761983989
838,2048,250.000000,250.000000,20.512432,1269.621018,1.613080,1716224,1761983990
839,2048,250.000000,250.000000,20.085417,2049.935421,0.999056,1718272,1761983991
840,2048,219.669856,250.000000,20.630212,1375.204536,1.489233,1720320,1761983993
841,2048,250.000000,250.000000,20.253865,1280.806821,1.598992,1722368,1761983995
842,2048,250.000000,250.000000,20.259710,1349.356701,1.517760,1724416,1761983996
843,2048,250.000000,250.000000,20.127450,2143.187094,0.955586,1726464,1761983997
844,2048,250.000000,250.000000,20.095916,1417.179045,1.445124,1728512,1761983998
845,2048,239.239912,250.000000,20.313520,1384.167069,1.479590,1730560,1761984000
846,2048,250.000000,250.000000,20.264975,1353.078228,1.513586,1732608,1761984001
847,2048,250.000000,250.000000,19.994853,1857.907814,1.102315,1734656,1761984003
848,2048,250.000000,250.000000,20.026430,1354.208577,1.512322,1736704,1761984004
849,2048,250.000000,250.000000,20.070525,1335.798633,1.533165,1738752,1761984006
850,2048,250.000000,250.000000,20.043980,1994.438884,1.026855,1740800,1761984007
851,2048,250.000000,250.000000,20.102341,1329.013197,1.540993,1742848,1761984008
852,2048,250.000000,250.000000,20.092669,1363.530595,1.501983,1744896,1761984010
853,2048,250.000000,250.000000,17.810844,1342.418706,1.525604,1746944,1761984011
854,2048,250.000000,250.000000,17.687205,1972.903399,1.038064,1748992,1761984012
855,2048,250.000000,250.000000,17.662095,1374.454409,1.490046,1751040,1761984014
856,2048,250.000000,250.000000,17.715028,1341.825889,1.526278,1753088,1761984015
857,2048,250.000000,250.000000,17.437708,1941.433049,1.054891,1755136,1761984016
858,2048,250.000000,250.000000,17.312769,1268.541424,1.614453,1757184,1761984018
859,2048,250.000000,250.000000,17.306873,1373.391464,1.491199,1759232,1761984019
860,2048,250.000000,250.000000,16.898633,1353.491198,1.513124,1761280,1761984021
861,2048,250.000000,250.000000,16.709003,1936.468601,1.057595,1763328,1761984022
862,2048,241.772900,250.000000,16.966288,1333.980595,1.535255,1765376,1761984024
863,2048,250.000000,250.000000,16.957657,1403.045562,1.459682,1767424,1761984025
864,2048,250.000000,250.000000,16.877863,1399.667074,1.463205,1769472,1761984026
865,2048,250.000000,250.000000,16.846450,2016.831773,1.015454,1771520,1761984027
866,2048,250.000000,250.000000,16.871908,1353.799863,1.512779,1773568,1761984029
867,2048,250.000000,250.000000,16.857694,1382.270912,1.481620,1775616,1761984030
868,2048,250.000000,250.000000,16.774572,1854.643346,1.104255,1777664,1761984032
869,2048,250.000000,250.000000,16.859386,1368.073413,1.496996,1779712,1761984033
870,2048,250.000000,250.000000,16.789469,1407.184821,1.455388,1781760,1761984035
871,2048,250.000000,250.000000,16.700517,1372.203012,1.492491,1783808,1761984036
872,2048,250.000000,250.000000,16.728681,1922.806153,1.065110,1785856,1761984037
873,2048,250.000000,250.000000,16.741898,1349.316641,1.517805,1787904,1761984039
874,2048,250.000000,250.000000,16.811051,1369.616258,1.495309,1789952,1761984040
875,2048,250.000000,250.000000,16.858254,186.934746,10.955695,1792000,1761984051
876,2048,250.000000,250.000000,15.765644,2047999999999.999756,0.000000,1794048,1761984043
877,2048,250.000000,250.000000,15.695381,1377.447468,1.486808,1796096,1761984044
878,2048,250.000000,250.000000,15.078216,1394.229759,1.468911,1798144,1761984046
879,2048,250.000000,250.000000,15.001948,1814.892371,1.128442,1800192,1761984047
880,2048,250.000000,250.000000,15.024337,1217.593839,1.682006,1802240,1761984048
881,2048,250.000000,250.000000,15.043079,1315.317872,1.557038,1804288,1761984050
882,2048,250.000000,250.000000,15.012841,185.053181,11.067089,1806336,1761984061
883,2048,250.000000,250.000000,15.075935,2047999999999.999756,0.000000,1808384,1761984053
884,2048,250.000000,250.000000,15.012371,1230.023013,1.665009,1810432,1761984055
885,2048,250.000000,250.000000,15.059509,1205.173868,1.699340,1812480,1761984056
886,2048,250.000000,250.000000,15.112762,1840.668584,1.112639,1814528,1761984057
887,2048,250.000000,250.000000,15.123964,1237.702074,1.654679,1816576,1761984059
888,2048,227.679009,250.000000,15.763213,1160.880880,1.764178,1818624,1761984061
889,2048,250.000000,250.000000,15.795242,1844.914053,1.110079,1820672,1761984062
890,2048,155.415905,250.000000,19.575758,1153.162272,1.775986,1822720,1761984064
891,2048,162.109705,250.000000,22.370750,1235.201852,1.658029,1824768,1761984065
892,2048,250.000000,250.000000,22.386992,1733.734428,1.181265,1826816,1761984067
893,2048,201.301213,250.000000,23.399280,1138.588570,1.798718,1828864,1761984068
894,2048,206.559393,250.000000,24.041317,1277.953906,1.602562,1830912,1761984070
895,2048,226.371991,250.000000,24.390014,1242.205548,1.648680,1832960,1761984072
896,2048,250.000000,250.000000,24.365319,1825.386451,1.121954,1835008,1761984073
897,2048,250.000000,250.000000,24.459335,1208.503737,1.694658,1837056,1761984074
898,2048,250.000000,250.000000,24.404943,1275.960133,1.605066,1839104,1761984076
899,2048,250.000000,250.000000,24.437037,1823.075170,1.123377,1841152,1761984077
900,2048,250.000000,250.000000,24.481782,1301.843918,1.573153,1843200,1761984079
901,2048,241.000481,250.000000,24.626169,1172.150128,1.747216,1845248,1761984080
902,2048,240.718181,250.000000,24.773298,1937.062487,1.057271,1847296,1761984081
903,2048,250.000000,250.000000,24.711669,1377.114679,1.487167,1849344,1761984083
904,2048,250.000000,250.000000,24.530065,1210.485703,1.691883,1851392,1761984085
905,2048,250.000000,250.000000,24.553147,1222.436215,1.675343,1853440,1761984086
906,2048,239.662442,250.000000,24.660357,1824.053437,1.122774,1855488,1761984087
907,2048,250.000000,250.000000,24.622826,1227.009936,1.669098,1857536,1761984089
908,2048,212.233536,250.000000,25.143471,1263.560891,1.620816,1859584,1761984091
909,2048,225.625593,250.000000,25.456117,1886.402272,1.085665,1861632,1761984092
910,2048,250.000000,250.000000,25.512271,1287.566167,1.590598,1863680,1761984093
911,2048,221.861805,250.000000,25.810753,1295.121079,1.581319,1865728,1761984095
912,2048,250.000000,250.000000,25.782965,1225.024546,1.671803,1867776,1761984097
913,2048,250.000000,250.000000,25.715591,1642.019855,1.247244,1869824,1761984098
914,2048,250.000000,250.000000,25.783133,1198.001372,1.709514,1871872,1761984100
915,2048,250.000000,250.000000,25.806429,1177.414495,1.739404,1873920,1761984101
916,2048,250.000000,250.000000,25.714913,1859.445741,1.101403,1875968,1761984102
917,2048,250.000000,250.000000,25.754983,1236.082930,1.656847,1878016,1761984104
918,2048,250.000000,250.000000,25.805635,1250.124008,1.638237,1880064,1761984106
919,2048,250.000000,250.000000,25.508543,1750.781864,1.169763,1882112,1761984107
920,2048,250.000000,250.000000,25.511293,1200.163943,1.706434,1884160,1761984109
921,2048,217.759254,250.000000,25.913627,1286.076416,1.592440,1886208,1761984110
922,2048,250.000000,250.000000,25.862813,186.308729,10.992507,1888256,1761984121
923,2048,250.000000,250.000000,25.838805,2047999999999.999756,0.000000,1890304,1761984113
924,2048,176.167824,250.000000,27.314789,1154.978073,1.773194,1892352,1761984115
925,2048,250.000000,250.000000,27.308758,1240.831943,1.650506,1894400,1761984116
926,2048,250.000000,250.000000,27.367065,1818.994982,1.125896,1896448,1761984118
927,2048,218.873368,250.000000,27.551451,1241.178153,1.650045,1898496,1761984119
928,2048,178.536069,250.000000,28.845278,1269.942175,1.612672,1900544,1761984121
929,2048,-2.683743,250.000000,39.162119,2000.486406,1.023751,1902592,1761984122
930,2048,51.510882,250.000000,44.360828,1339.473845,1.528959,1904640,1761984123
931,2048,146.741262,250.000000,45.741930,1313.166759,1.559589,1906688,1761984125
932,2048,179.238870,250.000000,46.347854,1223.219908,1.674270,1908736,1761984127
933,2048,114.584807,250.000000,48.386037,1683.026420,1.216856,1910784,1761984128
934,2048,-195.444449,250.000000,65.877286,1106.595824,1.850721,1912832,1761984130
935,2048,45.055915,247.887725,68.857530,1216.628965,1.683340,1914880,1761984131
936,2048,-117.443315,243.911581,77.780430,1781.651380,1.149495,1916928,1761984132
937,2048,-228.271660,238.822279,90.774231,1234.859855,1.658488,1918976,1761984134
938,2048,56.254865,236.575547,92.468875,1254.889335,1.632016,1921024,1761984136
939,2048,69.935564,234.624961,93.895158,1772.613184,1.155356,1923072,1761984137
940,2048,-71.480098,231.713462,98.704561,1254.291614,1.632794,1925120,1761984139
941,2048,200.742807,231.045298,98.685798,1279.519986,1.600600,1927168,1761984140
942,2048,118.232536,229.356847,99.155972,185.503237,11.040239,1929216,1761984151
943,2048,146.504756,228.021178,99.363210,2047999999999.999756,0.000000,1931264,1761984143
944,2048,110.322536,226.466028,99.974287,1239.898982,1.651747,1933312,1761984145
945,2048,155.868495,225.632314,100.211633,1308.597243,1.565035,1935360,1761984146
946,2048,93.617589,223.896181,100.976887,1614.832698,1.268243,1937408,1761984147
947,2048,250.000000,223.772137,100.911502,1171.257982,1.748547,1939456,1761984149
948,2048,184.869901,223.061035,100.932581,1285.637744,1.592984,1941504,1761984151
949,2048,86.441257,221.080830,101.648482,1710.228978,1.197500,1943552,1761984152
950,2048,202.804074,220.264817,101.464222,1138.911478,1.798208,1945600,1761984154
951,2048,250.000000,220.104583,101.371131,1378.003874,1.486208,1947648,1761984155
952,2048,250.000000,220.251737,101.444539,186.766601,10.965558,1949696,1761984166
953,2048,-99.108566,216.367457,106.057124,2047999999999.999756,0.000000,1951744,1761984158
954,2048,184.796962,215.497773,105.955816,1327.208853,1.543088,1953792,1761984159
955,2048,250.000000,215.452657,105.932857,1360.357178,1.505487,1955840,1761984161
956,2048,250.000000,215.196069,105.793738,1911.061032,1.071656,1957888,1761984162
957,2048,165.163010,214.000840,105.677013,1299.723832,1.575719,1959936,1761984164
958,2048,250.000000,214.130889,105.744187,1262.899921,1.621665,1961984,1761984165
959,2048,250.000000,214.095830,105.726865,1266.376905,1.617212,1964032,1761984167
960,2048,250.000000,213.903617,105.616508,2072.514078,0.988172,1966080,1761984168
961,2048,157.052208,212.781691,105.618571,1316.487467,1.555655,1968128,1761984169
962,2048,250.000000,213.024406,105.712760,1349.073575,1.518079,1970176,1761984171
963,2048,250.000000,213.169064,105.790997,1896.536750,1.079863,1972224,1761984172
964,2048,250.000000,213.386789,105.913669,1386.169983,1.477452,1974272,1761984173
965,2048,250.000000,213.290458,105.858614,1340.184802,1.528147,1976320,1761984175
966,2048,250.000000,213.411033,105.914988,1299.143752,1.576423,1978368,1761984176
967,2048,221.562609,212.784254,105.679176,1941.663440,1.054766,1980416,1761984178
968,2048,250.000000,212.845868,105.717743,1335.857838,1.533097,1982464,1761984179
969,2048,250.000000,212.864050,105.724874,1360.091599,1.505781,1984512,1761984181
970,2048,250.000000,212.970407,105.783110,2050.351819,0.998853,1986560,1761984182
971,2048,207.834964,212.254787,105.573164,1320.564996,1.550851,1988608,1761984183
972,2048,250.000000,212.151889,105.510040,1394.143545,1.469002,1990656,1761984185
973,2048,134.195786,210.881424,105.676049,1342.088367,1.525980,1992704,1761984186
974,2048,229.730814,210.301539,105.411590,1807.739370,1.132907,1994752,1761984187
975,2048,250.000000,210.108853,105.294054,1335.652617,1.533333,1996800,1761984189
976,2048,250.000000,209.877191,105.138547,1351.409093,1.515455,1998848,1761984190
977,2048,181.646717,208.909019,104.948106,1361.408882,1.504324,2000896,1761984192
978,2048,250.000000,209.039164,105.020440,2068.214169,0.990226,2002944,1761984193
979,2048,250.000000,208.979653,104.985852,1272.836338,1.609005,2004992,1761984194
980,2048,250.000000,208.800799,104.872110,1376.493477,1.487839,2007040,1761984196
981,2048,250.000000,208.778179,104.856886,2075.961080,0.986531,2009088,1761984197
982,2048,188.534029,207.861265,104.628758,1375.830304,1.488556,2011136,1761984198
983,2048,250.000000,207.908167,104.664997,1311.089104,1.562060,2013184,1761984200
984,2048,250.000000,207.797013,104.591276,1349.713108,1.517359,2015232,1761984201
985,2048,198.062692,207.200805,104.475072,2098.261066,0.976046,2017280,1761984202
986,2048,195.534246,206.218023,104.117338,1354.819225,1.511641,2019328,1761984204
987,2048,249.187557,205.901582,103.938019,1321.371054,1.549905,2021376,1761984205
988,2048,250.000000,206.445131,104.192299,187.771542,10.906871,2023424,1761984216
989,2048,220.991273,206.090504,104.081778,2047999999999.999756,0.000000,2025472,1761984208
990,2048,235.134980,206.887695,103.995854,1245.363861,1.644499,2027520,1761984210
991,2048,232.972695,207.596325,103.929731,1285.309946,1.593390,2029568,1761984211
992,2048,250.000000,207.514643,103.875637,1899.650075,1.078093,2031616,1761984212
993,2048,212.781887,207.629449,103.875051,1355.873723,1.510465,2033664,1761984214
994,2048,243.858067,208.002436,103.937485,1330.341811,1.539454,2035712,1761984215
995,2048,188.999470,207.628711,103.937951,187.002516,10.951724,2037760,1761984226
996,2048,250.000000,207.886524,104.076924,2047999999999.999756,0.000000,2039808,1761984218
997,2048,219.049030,207.172698,103.752617,1347.954317,1.519339,2041856,1761984219
998,2048,194.418804,206.363061,103.532849,1346.220569,1.521296,2043904,1761984221
999,2048,250.000000,206.381488,103.547085,2030.082937,1.008826,2045952,1761984222
1000,2048,231.629920,205.795834,103.236540,1198.493290,1.708812,2048000,1761984224
1000,2048,231.629920,201.805542,108.124161,,1488.741964,2048,1761984224
1001,2048,250.000000,206.199754,103.452283,1384.991255,1.478710,2050048,1761984225
1002,2048,248.888175,206.281454,103.482733,1315.326936,1.557027,2052096,1761984227
1003,2048,235.572449,205.916132,103.314061,1912.712104,1.070731,2054144,1761984228
1004,2048,250.000000,205.892562,103.296628,1331.304268,1.538341,2056192,1761984229
1005,2048,241.092857,205.424710,103.029845,1373.204404,1.491402,2058240,1761984231
1006,2048,250.000000,205.744653,103.185228,2041.661281,1.003105,2060288,1761984232
1007,2048,250.000000,205.915394,103.289862,1353.558593,1.513049,2062336,1761984233
1008,2048,250.000000,206.561086,103.528882,1349.280610,1.517846,2064384,1761984235
1009,2048,250.000000,207.136537,103.792842,1379.222551,1.484895,2066432,1761984236
1010,2048,250.000000,207.089607,103.759726,2033.525393,1.007118,2068480,1761984237
1011,2048,247.202925,207.343018,103.826418,1384.884522,1.478824,2070528,1761984239
1012,2048,250.000000,207.387370,103.858373,1252.452557,1.635192,2072576,1761984240
1013,2048,250.000000,207.544493,103.984435,187.642865,10.914351,2074624,1761984251
1014,2048,250.000000,207.508934,103.957938,2047999999999.999756,0.000000,2076672,1761984243
1015,2048,249.726320,207.460452,103.937105,1341.989611,1.526092,2078720,1761984244
1016,2048,250.000000,207.727655,104.103750,1365.663708,1.499637,2080768,1761984246
1017,2048,250.000000,207.698650,104.081720,1879.515487,1.089643,2082816,1761984247
1018,2048,250.000000,207.506540,103.947292,1326.163851,1.544304,2084864,1761984249
1019,2048,250.000000,207.283297,103.808782,1308.268793,1.565428,2086912,1761984250
1020,2048,250.000000,207.329104,103.838831,1314.622988,1.557861,2088960,1761984252
1021,2048,250.000000,207.982475,104.107612,2014.535392,1.016612,2091008,1761984253
1022,2048,250.000000,207.931356,104.075120,1340.922051,1.527307,2093056,1761984254
1023,2048,250.000000,207.945563,104.082040,1214.546989,1.686225,2095104,1761984256
1024,2048,250.000000,208.733299,104.136633,1907.201103,1.073825,2097152,1761984257
1025,2048,250.000000,209.019190,104.316419,1306.441611,1.567617,2099200,1761984259
1026,2048,250.000000,209.025043,104.320603,1321.558083,1.549686,2101248,1761984260
1027,2048,250.000000,209.510866,104.478340,1370.245693,1.494622,2103296,1761984262
1028,2048,250.000000,210.503772,104.650915,2120.741103,0.965700,2105344,1761984263
1029,2048,250.000000,213.129452,102.541771,1362.674459,1.502927,2107392,1761984264
1030,2048,250.000000,215.318247,101.398257,1354.919451,1.511529,2109440,1761984266
1031,2048,250.000000,216.445938,101.256290,1898.055438,1.078999,2111488,1761984267
1032,2048,250.000000,217.507711,101.417130,1343.567873,1.524300,2113536,1761984268
1033,2048,184.009609,218.201959,100.946730,1268.739843,1.614200,2115584,1761984270
1034,2048,218.047125,222.336875,91.989736,1368.136603,1.496927,2117632,1761984271
1035,2048,221.328482,224.099601,90.248153,2108.054078,0.971512,2119680,1761984272
1036,2048,165.604170,226.930076,83.692407,1326.094039,1.544385,2121728,1761984274
1037,2048,229.935881,231.512151,70.081579,1261.056102,1.624036,2123776,1761984275
1038,2048,191.211905,232.861722,67.960991,186.704224,10.969222,2125824,1761984286
1039,2048,250.000000,235.028441,66.162213,2047999999999.999756,0.000000,2127872,1761984278
1040,2048,244.015621,238.183398,58.556106,1351.915082,1.514888,2129920,1761984280
1041,2048,246.354146,238.639512,58.440218,1355.036791,1.511398,2131968,1761984281
